Latitude,Longitude,Value,dataDate,time,shortName
39.479,13.458,1.0630169855e-08,20141021,1200,pm10
39.479,14.208,1.0287848129e-08,20141021,1200,pm10
39.479,14.958,1.0159868724e-08,20141021,1200,pm10
39.479,15.708,6.6407566113e-09,20141021,1200,pm10
39.479,16.458,3.1133773337e-09,20141021,1200,pm10
39.479,17.208,1.7910324335e-09,20141021,1200,pm10
39.479,17.958,4.4406427424e-09,20141021,1200,pm10
38.729,8.207,5.9398523877e-09,20141021,1200,pm10
38.729,8.957,5.0699562326e-09,20141021,1200,pm10
38.729,9.707,4.9691728510e-09,20141021,1200,pm10
38.729,10.457,4.3563830321e-09,20141021,1200,pm10
38.729,11.207,5.6646414226e-09,20141021,1200,pm10
38.729,11.957,7.0239736250e-09,20141021,1200,pm10
38.729,12.707,6.4906189312e-09,20141021,1200,pm10
38.729,13.458,6.5449257125e-09,20141021,1200,pm10
38.729,14.208,6.1961842324e-09,20141021,1200,pm10
38.729,14.958,8.5211369072e-09,20141021,1200,pm10
38.729,15.708,7.6642756586e-09,20141021,1200,pm10
38.729,16.458,5.9327185387e-09,20141021,1200,pm10
38.729,17.208,3.4187366271e-09,20141021,1200,pm10
38.729,17.958,3.2787703663e-09,20141021,1200,pm10
37.979,8.207,2.6352779958e-09,20141021,1200,pm10
37.979,8.957,2.2403583433e-09,20141021,1200,pm10
37.979,9.707,2.3310626762e-09,20141021,1200,pm10
37.979,10.457,2.5253783509e-09,20141021,1200,pm10
37.979,11.207,3.9998149237e-09,20141021,1200,pm10
37.979,11.957,4.6070909310e-09,20141021,1200,pm10
37.979,12.707,3.1179887561e-09,20141021,1200,pm10
37.979,13.458,2.6140576370e-09,20141021,1200,pm10
37.979,14.208,2.6660054164e-09,20141021,1200,pm10
37.979,14.958,6.1279579189e-09,20141021,1200,pm10
37.979,15.708,1.0252765081e-08,20141021,1200,pm10
37.979,16.458,7.9656203855e-09,20141021,1200,pm10
37.979,17.208,5.8045863671e-09,20141021,1200,pm10
37.979,17.958,5.2211845958e-09,20141021,1200,pm10
46.229,8.207,8.3334932288e-09,20141021,1500,pm10
46.229,8.957,7.4599022515e-09,20141021,1500,pm10
46.229,9.707,7.6999200349e-09,20141021,1500,pm10
46.229,10.457,7.4074961720e-09,20141021,1500,pm10
46.229,11.207,1.1908287023e-08,20141021,1500,pm10
46.229,11.957,2.0297974190e-08,20141021,1500,pm10
46.229,12.707,2.5704039119e-08,20141021,1500,pm10
46.229,13.458,2.8238928751e-08,20141021,1500,pm10
46.229,14.208,2.4639987162e-08,20141021,1500,pm10
46.229,14.958,2.3849398234e-08,20141021,1500,pm10
46.229,15.708,2.1898244329e-08,20141021,1500,pm10
46.229,16.458,1.9841290611e-08,20141021,1500,pm10
46.229,17.208,1.6002370318e-08,20141021,1500,pm10
46.229,17.958,1.6464098751e-08,20141021,1500,pm10
45.479,8.207,2.1329380262e-08,20141021,1500,pm10
45.479,8.957,2.3990611497e-08,20141021,1500,pm10
45.479,9.707,2.2889447893e-08,20141021,1500,pm10
45.479,10.457,2.0276942125e-08,20141021,1500,pm10
45.479,11.207,2.3175782404e-08,20141021,1500,pm10
45.479,11.957,3.1152551871e-08,20141021,1500,pm10
45.479,12.707,3.1122211697e-08,20141021,1500,pm10
45.479,13.458,2.8709677524e-08,20141021,1500,pm10
45.479,14.208,2.3686289596e-08,20141021,1500,pm10
45.479,14.958,2.4249828146e-08,20141021,1500,pm10
45.479,15.708,2.1313950826e-08,20141021,1500,pm10
45.479,16.458,2.0628767361e-08,20141021,1500,pm10
45.479,17.208,1.8521862488e-08,20141021,1500,pm10
45.479,17.958,1.8250062128e-08,20141021,1500,pm10
44.729,8.207,3.1772230402e-08,20141021,1500,pm10
44.729,8.957,3.3846187408e-08,20141021,1500,pm10
44.729,9.707,3.1237085141e-08,20141021,1500,pm10
44.729,10.457,2.7180287576e-08,20141021,1500,pm10
44.729,11.207,2.6580653456e-08,20141021,1500,pm10
44.729,11.957,2.9201667973e-08,20141021,1500,pm10
44.729,12.707,2.5339239373e-08,20141021,1500,pm10
44.729,13.458,1.9455917100e-08,20141021,1500,pm10
44.729,14.208,1.5451447455e-08,20141021,1500,pm10
44.729,14.958,1.7368481098e-08,20141021,1500,pm10
44.729,15.708,1.4642189017e-08,20141021,1500,pm10
44.729,16.458,1.5253774466e-08,20141021,1500,pm10
44.729,17.208,1.4444579977e-08,20141021,1500,pm10
44.729,17.958,1.4040274054e-08,20141021,1500,pm10
43.979,8.207,3.2760097968e-08,20141021,1500,pm10
43.979,8.957,3.1013047463e-08,20141021,1500,pm10
43.979,9.707,2.6211792958e-08,20141021,1500,pm10
43.979,10.457,2.6682964505e-08,20141021,1500,pm10
43.979,11.207,2.7069059216e-08,20141021,1500,pm10
43.979,11.957,2.5681930582e-08,20141021,1500,pm10
43.979,12.707,2.0536773393e-08,20141021,1500,pm10
43.979,13.458,1.4645350932e-08,20141021,1500,pm10
43.979,14.208,1.1606928085e-08,20141021,1500,pm10
43.979,14.958,1.4247365288e-08,20141021,1500,pm10
43.979,15.708,1.3048434555e-08,20141021,1500,pm10
43.979,16.458,1.1924764509e-08,20141021,1500,pm10
43.979,17.208,1.0016111718e-08,20141021,1500,pm10
43.979,17.958,1.0737071010e-08,20141021,1500,pm10
43.229,8.207,3.0662323569e-08,20141021,1500,pm10
43.229,8.957,3.3538515298e-08,20141021,1500,pm10
43.229,9.707,2.4382305286e-08,20141021,1500,pm10
43.229,10.457,2.4717610403e-08,20141021,1500,pm10
43.229,11.207,2.6546405296e-08,20141021,1500,pm10
43.229,11.957,2.6578717227e-08,20141021,1500,pm10
43.229,12.707,2.2266557709e-08,20141021,1500,pm10
43.229,13.458,1.5329013836e-08,20141021,1500,pm10
43.229,14.208,1.3487990502e-08,20141021,1500,pm10
43.229,14.958,1.6091355137e-08,20141021,1500,pm10
43.229,15.708,1.5904723982e-08,20141021,1500,pm10
43.229,16.458,1.3499963147e-08,20141021,1500,pm10
43.229,17.208,1.3421561862e-08,20141021,1500,pm10
43.229,17.958,1.5872035464e-08,20141021,1500,pm10
42.479,8.207,2.9521216804e-08,20141021,1500,pm10
42.479,8.957,3.2119657378e-08,20141021,1500,pm10
42.479,9.707,2.0312828086e-08,20141021,1500,pm10
42.479,10.457,2.0146376345e-08,20141021,1500,pm10
42.479,11.207,2.2427016022e-08,20141021,1500,pm10
42.479,11.957,2.5895132483e-08,20141021,1500,pm10
42.479,12.707,2.5279074167e-08,20141021,1500,pm10
42.479,13.458,1.7632358906e-08,20141021,1500,pm10
42.479,14.208,1.5309711943e-08,20141021,1500,pm10
42.479,14.958,1.5744318960e-08,20141021,1500,pm10
42.479,15.708,1.7536833541e-08,20141021,1500,pm10
42.479,16.458,1.7976446332e-08,20141021,1500,pm10
42.479,17.208,2.1005042372e-08,20141021,1500,pm10
42.479,17.958,2.5335008091e-08,20141021,1500,pm10
41.729,8.207,2.9077720898e-08,20141021,1500,pm10
41.729,8.957,2.6834075628e-08,20141021,1500,pm10
41.729,9.707,1.8121116385e-08,20141021,1500,pm10
41.729,10.457,1.7388902096e-08,20141021,1500,pm10
41.729,11.207,1.9134407170e-08,20141021,1500,pm10
41.729,11.957,2.0544607127e-08,20141021,1500,pm10
41.729,12.707,2.3606779864e-08,20141021,1500,pm10
41.729,13.458,1.8474337837e-08,20141021,1500,pm10
41.729,14.208,1.5142844534e-08,20141021,1500,pm10
41.729,14.958,1.2696136809e-08,20141021,1500,pm10
41.729,15.708,1.2530235738e-08,20141021,1500,pm10
41.729,16.458,1.7511193606e-08,20141021,1500,pm10
41.729,17.208,2.1391790783e-08,20141021,1500,pm10
41.729,17.958,2.7491448451e-08,20141021,1500,pm10
40.979,8.207,2.4312302616e-08,20141021,1500,pm10
40.979,8.957,2.2104408304e-08,20141021,1500,pm10
40.979,9.707,1.7269836450e-08,20141021,1500,pm10
40.979,10.457,1.5186685021e-08,20141021,1500,pm10
40.979,11.207,1.5360103633e-08,20141021,1500,pm10
40.979,11.957,1.5000544140e-08,20141021,1500,pm10
40.979,12.707,1.4980105378e-08,20141021,1500,pm10
40.979,13.458,1.3171841617e-08,20141021,1500,pm10
40.979,14.208,1.5842000822e-08,20141021,1500,pm10
40.979,14.958,1.3892854200e-08,20141021,1500,pm10
40.979,15.708,8.3910471904e-09,20141021,1500,pm10
40.979,16.458,1.0377948501e-08,20141021,1500,pm10
40.979,17.208,1.4751129429e-08,20141021,1500,pm10
40.979,17.958,2.1065676536e-08,20141021,1500,pm10
40.229,8.207,1.8573884875e-08,20141021,1500,pm10
40.229,8.957,1.7498460680e-08,20141021,1500,pm10
40.229,9.707,1.4115261182e-08,20141021,1500,pm10
40.229,10.457,1.1345579809e-08,20141021,1500,pm10
40.229,11.207,1.0657657201e-08,20141021,1500,pm10
40.229,11.957,1.1080877771e-08,20141021,1500,pm10
40.229,12.707,1.0789349192e-08,20141021,1500,pm10
40.229,13.458,1.1255777865e-08,20141021,1500,pm10
40.229,14.208,1.5080629412e-08,20141021,1500,pm10
40.229,14.958,1.4241130275e-08,20141021,1500,pm10
40.229,15.708,9.4348131530e-09,20141021,1500,pm10
40.229,16.458,5.5494766560e-09,20141021,1500,pm10
40.229,17.208,6.9377670275e-09,20141021,1500,pm10
40.229,17.958,1.1096626951e-08,20141021,1500,pm10
39.479,8.207,1.3824460909e-08,20141021,1500,pm10
39.479,8.957,1.3525933484e-08,20141021,1500,pm10
39.479,9.707,1.1394962529e-08,20141021,1500,pm10
